time,latitude,longitude,depth,mag,magType,place
2014-03-16T08:18:49.000Z,63.2934,-150.5802,100,2.2,ml,Alaska
2014-03-16T08:05:46.300Z,33.7902,-117.6397,3.3,1.5,Ml,California
2014-03-16T07:50:38.000Z,62.3561,-149.0967,17.5,1.1,ml,Alaska
2014-03-16T07:36:31.500Z,37.7763,-122.1017,11.3,1.2,Md,California
2014-03-16T07:23:25.000Z,63.2344,-150.7407,131.4,2.1,ml,Alaska
2014-03-16T07:22:20.000Z,60.0753,-152.5407,88.1,2.2,ml,Alaska
2014-03-16T07:07:44.100Z,36.584,-121.193,7.7,1.4,Md,California
2014-03-16T07:06:00.400Z,46.4937,-119.4328,20.9,1,Md,Washington
2014-03-16T07:03:23.000Z,61.7109,-148.1079,19.8,0.6,ml,Alaska
2014-03-16T06:59:48.000Z,61.7806,-150.0244,36.8,1.5,ml,Alaska
2014-03-16T06:41:25.000Z,17.7966,-66.7287,10,2,Md,Puerto Rico
2014-03-16T06:33:21.700Z,38.7528,-122.707,3.5,0.6,Md,California
2014-03-16T06:10:09.000Z,60.285,-151.431,89.8,1.6,ml,Alaska
2014-03-16T06:09:11.000Z,65.1823,-149.8357,1.7,1.3,ml,Alaska
2014-03-16T06:09:04.100Z,38.8323,-122.8798,2.8,0.8,Md,California
2014-03-16T06:08:11.000Z,65.1683,-149.8741,7.1,1.4,ml,Alaska
2014-03-16T06:07:24.792Z,37.5586,-115.4691,4,1.54,ml,Nevada
2014-03-16T06:07:17.300Z,40.2377,-124.171,13.2,1.8,Md,California
2014-03-16T05:51:06.300Z,38.8168,-122.8183,3,1,Md,California
2014-03-16T05:41:21.600Z,36.107,-118.0553,0,1.5,Ml,California
2014-03-16T05:34:42.090Z,-21.7715,-177.955,348.76,4.8,mb,Fiji
2014-03-16T05:33:33.400Z,18.7061,-65.0158,2,2.7,Md,U.S. Virgin Islands
2014-03-16T05:32:13.800Z,42.4259,78.0518,23.12,4.4,mb,Kyrgyzstan
2014-03-16T05:26:29.500Z,19.5676,-64.2498,43,3.3,Md,British Virgin Islands
2014-03-16T05:20:09.900Z,37.664,-118.8487,5.3,0.6,Md,California
2014-03-16T05:19:04.000Z,62.3832,-149.1252,41.6,1.1,ml,Alaska
2014-03-16T04:53:46.700Z,17.915,-67.1286,9,1.9,Md,Puerto Rico
2014-03-16T04:41:39.000Z,63.4041,-151.4899,6.2,1.2,ml,Alaska
2014-03-16T04:36:48.400Z,17.7989,-66.7289,9,2,Md,Puerto Rico
2014-03-16T04:28:30.596Z,36.2907,-114.8836,0,1.62,ml,Nevada
2014-03-16T04:18:55.000Z,63.4995,-151.064,7,1.1,ml,Alaska
2014-03-16T03:54:28.000Z,66.7268,-152.1266,0.9,2.3,ml,Alaska
2014-03-16T03:52:50.200Z,33.6527,-116.7293,16.5,1.8,Ml,California
2014-03-16T03:46:09.700Z,40.8585,-125.0218,24.4,4,Mw,California
2014-03-16T03:41:18.000Z,63.1927,-150.5592,117.2,1.4,ml,Alaska
2014-03-16T03:38:06.900Z,38.795,-122.7933,3.8,0.9,Md,California
2014-03-16T03:35:54.200Z,34.4848,-118.113,14.4,1.7,Ml,California
2014-03-16T03:20:37.600Z,38.81,-122.813,2.8,0.7,Md,California
2014-03-16T03:17:38.430Z,35.8616,-97.4222,2.77,2.5,mb_lg,Oklahoma
2014-03-16T03:05:06.100Z,38.8105,-122.815,2.6,0.9,Md,California
2014-03-16T02:34:18.000Z,66.2249,-143.9299,0.1,2.1,ml,Alaska
2014-03-16T02:31:20.000Z,60.4534,-143.0955,9.3,1.5,ml,Alaska
2014-03-16T02:25:22.000Z,61.8257,-143.7167,7.2,1.7,ml,Alaska
2014-03-16T02:24:49.930Z,53.7498,-165.1528,56.81,4,mb,Alaska
2014-03-16T02:19:18.000Z,62.1282,-148.1083,32.7,1.2,ml,Alaska
2014-03-16T02:16:30.100Z,38.7922,-122.8085,3.2,2.1,Md,California
2014-03-16T02:03:04.000Z,63.423,-147.5906,20.7,0.5,ml,Alaska
2014-03-16T01:57:30.000Z,38.8332,-122.8087,2.8,0.9,Md,California
2014-03-16T01:15:16.300Z,38.8098,-122.8243,3.1,0.6,Md,California
2014-03-16T01:01:39.000Z,63.0525,-151.5442,14.1,1.2,ml,Alaska
2014-03-16T01:00:15.040Z,-7.446,126.0522,433.91,5,mb,East Timor
2014-03-16T00:54:35.100Z,38.8078,-122.8295,2.1,0.6,Md,California
2014-03-16T00:33:43.300Z,34.1168,-117.3007,4.2,1.3,Ml,California
2014-03-16T00:29:37.000Z,63.4696,-148.3954,16.7,0.9,ml,Alaska
2014-03-16T00:25:50.990Z,38.8008347,-122.8111649,3.36,1.04,md,California
2014-03-16T00:08:20.280Z,48.4711,152.3497,141.45,4.7,mb,Russia
2014-03-16T00:04:27.300Z,40.7838,-125.1607,23.5,3,Ml,California
2014-03-15T23:51:30.610Z,-5.566,-80.879,9.8,6.3,mwp,Peru
2014-03-15T23:48:21.600Z,19.466,-155.4468,5.4,2.3,Ml,Hawaii
2014-03-15T23:45:44.900Z,47.5405,-122.686,22.5,2.2,Ml,Washington
2014-03-15T23:32:14.000Z,63.4831,-150.8095,11.4,1.8,ml,Alaska
2014-03-15T23:29:48.000Z,63.4893,-146.1082,4.3,1.4,ml,Alaska
2014-03-15T23:27:03.900Z,40.5812,-124.0863,18.4,2.8,Md,California
2014-03-15T23:26:09.790Z,13.3839,-89.5955,68.93,4.3,mb,El Salvador
2014-03-15T23:24:39.000Z,63.0953,-147.775,7.2,1,ml,Alaska
2014-03-15T23:22:10.670Z,-14.2224,66.1115,10,4.8,mb,Mid-Indian Ridge
2014-03-15T23:14:44.100Z,38.8392,-122.7695,2.5,0.6,Md,California
2014-03-15T23:13:05.000Z,62.362,-149.0954,16.2,1.4,ml,Alaska
2014-03-15T23:00:56.200Z,34.1573,-117.6255,10.8,1.5,Ml,California
2014-03-15T23:00:25.500Z,38.8192,-122.7655,2.4,0.5,Md,California
2014-03-15T22:55:30.820Z,-23.9731,-70.1812,52.82,4.7,mb,Chile
2014-03-15T22:13:28.000Z,51.6866,-175.1503,20,3.1,ml,Alaska
2014-03-15T22:09:33.000Z,61.4652,-149.944,19.3,1.4,ml,Alaska
2014-03-15T21:45:09.500Z,38.8243,-122.8358,0.6,1.1,Md,California
2014-03-15T21:38:57.800Z,38.811,-122.835,3.7,0.6,Md,California
2014-03-15T21:23:25.000Z,49.3942,-120.5043,0,1.5,Md,Canada
2014-03-15T21:06:58.400Z,38.837,-122.7993,2,2.3,Md,California
2014-03-15T21:04:08.530Z,32.3383333,-115.4128333,9.03,2.63,ml,Mexico
2014-03-15T20:57:08.000Z,61.469,-151.7117,79.6,1.7,ml,Alaska
2014-03-15T20:56:52.720Z,36.8861667,-121.3986667,9.5,2.12,md,California
2014-03-15T20:51:45.000Z,56.4999,-156.0445,69.9,3.5,ml,Alaska
2014-03-15T20:45:06.000Z,51.5958,-175.1276,26,4.5,ml,Alaska
2014-03-15T20:14:24.990Z,-19.4336,-70.9658,9.63,4.7,mwr,Chile
2014-03-15T20:04:35.460Z,22.1842,121.4229,13.18,4.9,mwr,Taiwan
2014-03-15T19:51:41.100Z,19.1537,-66.9162,12,2.7,Md,Puerto Rico
2014-03-15T19:39:05.740Z,38.7981682,-122.8150024,4.61,0.55,md,California
2014-03-15T19:27:21.400Z,38.8238,-122.8558,3,1,Md,California
2014-03-15T19:27:05.160Z,36.632,-97.669,5,3,ml,Oklahoma
2014-03-15T19:24:17.700Z,40.7385,-124.3315,11.5,2.1,Md,California
2014-03-15T19:23:55.000Z,66.7362,-152.1264,1.6,2.4,ml,Alaska
2014-03-15T19:19:38.000Z,51.2806,-178.799,28.3,3.2,ml,Alaska
2014-03-15T19:15:01.430Z,36.636,-97.679,6.7,2.9,ml,Oklahoma
2014-03-15T19:12:13.200Z,36.637,-97.669,4.8,2.8,ml,Oklahoma
2014-03-15T19:05:51.000Z,51.3391,-177.78,21.8,2.5,ml,Alaska
2014-03-15T18:54:04.000Z,34.0207,-117.2322,16.5,2,Ml,California
2014-03-15T18:48:39.110Z,36.6172,-97.6633,3.57,2.8,mb_lg,Oklahoma
2014-03-15T18:42:05.800Z,34.6037,-118.6432,8.8,2,Ml,California
2014-03-15T18:35:14.800Z,37.6381683,-118.8801651,1.89,0.68,md,California
2014-03-15T18:03:00.980Z,38.8218346,-122.8261642,0.39,0.56,md,California
2014-03-15T17:57:55.200Z,38.8085,-122.816,3.2,0.6,Md,California
2014-03-15T17:57:16.230Z,38.7991676,-122.8404999,7.31,0.85,md,California
2014-03-15T17:49:06.100Z,32.1952,-116.3273,19.2,2.1,Ml,Mexico
2014-03-15T17:29:24.300Z,36.5658,-121.0575,9.5,1.2,Md,California
2014-03-15T17:13:00.800Z,33.6947,-116.7225,8.9,1,Ml,California
2014-03-15T17:10:08.600Z,19.1035,-66.4645,23,2.8,Md,Puerto Rico
2014-03-15T17:08:50.500Z,38.8153,-122.816,2.9,1.1,Md,California
2014-03-15T17:05:55.700Z,38.8348,-122.801,2.6,0.4,Md,California
2014-03-15T17:05:55.600Z,19.3368,-155.26,35.5,2,Md,Hawaii
2014-03-15T16:53:15.100Z,35.3045,-118.4982,7,1.4,Ml,California
2014-03-15T16:41:08.000Z,59.9581,-152.429,43.8,1.1,ml,Alaska
2014-03-15T16:35:57.200Z,34.594,-118.6445,7.7,1.2,Ml,California
2014-03-15T16:27:29.000Z,38.8335,-122.7672,1.7,0.6,Md,California
2014-03-15T16:23:30.900Z,38.8023,-122.479,8.5,1.7,Md,California
2014-03-15T16:16:25.200Z,34.5972,-118.6393,6.1,1.5,Ml,California
2014-03-15T16:15:49.000Z,60.6578,-140.7808,19,1.7,ml,Alaska
2014-03-15T15:41:53.000Z,61.2401,-151.1407,71.5,1.9,ml,Alaska
2014-03-15T15:34:13.000Z,64.2518,-145.3409,0.9,1.6,ml,Alaska
2014-03-15T15:30:13.200Z,38.8143,-122.8407,4,0.6,Md,California
2014-03-15T15:29:23.900Z,34.5998,-118.6465,8.1,1.7,Ml,California
2014-03-15T15:25:55.200Z,34.6002,-118.6488,8.9,1.6,Ml,California
2014-03-15T15:16:45.000Z,59.7362,-152.0582,19.6,1.8,ml,Alaska
2014-03-15T15:15:38.400Z,38.7873,-122.7623,1.3,1.6,Md,California
2014-03-15T15:12:19.860Z,34.6138333,-118.6311667,8.96,3.92,ml,California
2014-03-15T15:08:55.000Z,60.2054,-151.9619,68,1.7,ml,Alaska
2014-03-15T15:05:09.600Z,38.7937,-122.7573,1.6,1.6,Md,California
2014-03-15T14:56:35.000Z,63.0994,-151.4686,6.9,1.6,ml,Alaska
2014-03-15T14:52:13.410Z,40.3101654,-124.480835,12.02,1.61,md,California
2014-03-15T14:49:25.000Z,61.3213,-147.4096,14.1,2.1,ml,Alaska
2014-03-15T14:46:27.750Z,-34.7261,-71.7401,44.76,5.4,mb,Chile
2014-03-15T14:20:59.380Z,-49.3807,69.4336,10,4.7,mb,French Southern Territories
2014-03-15T14:14:45.000Z,61.5658,-149.5901,31.3,1.5,ml,Alaska
2014-03-15T14:00:24.800Z,18.8997,-67.5615,6,3.1,Md,Puerto Rico
2014-03-15T13:41:00.100Z,44.752,-111.1757,6.5,0.1,Md,Montana
2014-03-15T13:35:34.000Z,38.7872,-122.738,1.9,1.9,Md,California
2014-03-15T13:32:59.000Z,64.2045,-150.077,1.6,3.3,ml,Alaska
2014-03-15T13:31:14.200Z,34.029,-117.2363,17,1.9,Ml,California
2014-03-15T13:20:58.500Z,19.0673,-66.466,31,2.7,Md,Puerto Rico
2014-03-15T13:14:15.600Z,33.5278,-115.8583,2.2,1.3,Ml,California
2014-03-15T13:13:24.000Z,19.1156,-66.4462,25,2.6,Md,Puerto Rico
2014-03-15T13:09:14.000Z,38.7898,-122.7628,2.4,1.6,Md,California
2014-03-15T13:08:58.000Z,62.4446,-150.886,67.9,3.9,ml,Alaska
2014-03-15T13:04:19.900Z,19.0814,-66.459,42,2.5,Md,Puerto Rico
2014-03-15T12:59:25.000Z,59.8218,-153.118,100,2.8,ml,Alaska
2014-03-15T12:55:48.500Z,37.4483,-118.3542,5.8,1.6,Md,California
2014-03-15T12:49:47.500Z,19.003,-66.4264,44,2.7,Md,Puerto Rico
2014-03-15T12:47:22.000Z,61.7403,-149.3955,33.7,2,ml,Alaska
2014-03-15T12:42:34.000Z,61.6084,-149.9265,39.4,1.3,ml,Alaska
2014-03-15T12:31:20.600Z,40.751,-125.2363,23.4,2.9,Md,California
2014-03-15T12:30:26.100Z,37.5215,-121.8343,6.3,1.4,Md,California
2014-03-15T12:08:18.190Z,33.5685005,-116.6823349,10.28,0.37,ml,California
2014-03-15T12:03:02.300Z,38.8067,-122.8152,3.9,0.3,Md,California
2014-03-15T12:00:56.900Z,34.5963,-118.6482,9.3,1.4,Ml,California
2014-03-15T11:43:06.400Z,46.917,-121.959,11.6,0.2,Md,Washington
2014-03-15T11:24:16.900Z,33.4908,-116.484,16.1,1,Ml,California
2014-03-15T11:19:22.700Z,19.0862,-66.4525,19,2.6,Md,Puerto Rico
2014-03-15T11:12:09.120Z,36.605835,-121.0886688,6.55,0.96,md,California
2014-03-15T11:05:43.200Z,40.5925,-124.1143,18.3,1.8,Md,California
2014-03-15T10:58:46.070Z,2.844,99.0667,169.79,5.6,mb,Indonesia
2014-03-15T10:55:11.720Z,10.5578,126.7217,10,5.4,mb,Philippines
2014-03-15T10:21:17.100Z,38.8185,-122.8097,1.9,2,Md,California
2014-03-15T10:20:36.900Z,38.8188,-122.8095,2.2,0.9,Md,California
2014-03-15T10:09:41.240Z,37.2073,-97.8713,1.02,2.7,mb_lg,Kansas
2014-03-15T09:51:17.000Z,34.0467,-117.0232,13.5,1.2,Ml,California
2014-03-15T09:46:04.000Z,64.1426,-150.1167,24.4,1.4,ml,Alaska
2014-03-15T09:43:05.400Z,18.9804,-66.4626,46,2.5,Md,Puerto Rico
2014-03-15T09:37:27.560Z,-3.9696,100.4868,10,5.3,mb,Indonesia
2014-03-15T09:24:15.300Z,32.9025,-116.2828,7.2,1.3,Ml,California
2014-03-15T09:20:56.900Z,32.6425,-115.8807,9.9,1.3,Ml,California
2014-03-15T09:19:47.300Z,38.8225,-122.842,2.4,1.5,Md,California
2014-03-15T09:17:31.900Z,19.145,-66.424,33,2.4,Md,Puerto Rico
2014-03-15T09:05:19.630Z,36.8656654,-121.300499,7.29,0.89,md,California
2014-03-15T08:59:21.790Z,-14.0935,-76.2968,20,6.1,mww,Peru
2014-03-15T08:50:38.300Z,46.2927,-122.1195,12.7,0.5,Md,Washington
2014-03-15T08:48:48.000Z,51.7113,-178.6221,12.4,2.4,ml,Alaska
2014-03-15T08:43:26.600Z,36.1137,-118.0597,0,2.1,Ml,California
2014-03-15T08:40:18.300Z,19.0116,-66.278,58,2.8,Md,Puerto Rico
2014-03-15T08:39:28.000Z,38.8192,-122.766,2.4,1,Md,California
2014-03-15T08:38:40.700Z,33.4335,-116.6477,5.9,1.1,Ml,California
2014-03-15T08:31:36.000Z,35.6613,-118.467,9.9,1.5,Ml,California
2014-03-15T08:05:57.300Z,38.8088,-122.8185,3.5,0.5,Md,California
2014-03-15T07:43:58.150Z,40.7018333,-124.9921667,23.9,2.83,md,California
2014-03-15T07:34:30.000Z,60.1893,-151.9442,60.8,1.5,ml,Alaska
2014-03-15T07:14:23.600Z,38.825,-122.8048,3.3,0.5,Md,California
2014-03-15T07:07:42.240Z,33.4791667,-116.4768333,15.51,0.29,ml,California
2014-03-15T06:58:09.000Z,63.2968,-150.8959,0.3,1.6,ml,Alaska
2014-03-15T06:53:07.430Z,35.6241667,-117.6121667,11.88,1.16,ml,California
2014-03-15T06:52:51.800Z,38.8353,-122.8098,2.6,1,Md,California
2014-03-15T06:39:15.800Z,39.805,-123.8063,2.8,1.7,Md,California
2014-03-15T06:30:48.530Z,7.6001,94.2034,32.89,4.8,mb,India
2014-03-15T06:26:18.390Z,36.1138333,-118.074,7.02,0.58,ml,California
2014-03-15T06:25:31.500Z,35.6334,-90.3928,13.3,1.3,md,Arkansas
2014-03-15T06:24:18.000Z,61.7272,-146.6234,19.3,1.9,ml,Alaska
2014-03-15T06:23:41.000Z,38.7568,-122.7078,0,1.5,Md,California
2014-03-15T06:15:45.000Z,62.8062,-151.0178,100,1.9,ml,Alaska
2014-03-15T06:09:35.000Z,63.3178,-145.2103,0,1.6,ml,Alaska
2014-03-15T06:05:48.420Z,-13.9483,-75.9753,41.81,4.8,mb,Peru
2014-03-15T05:56:12.500Z,38.8372,-122.776,2.8,0.4,Md,California
2014-03-15T05:44:18.380Z,33.6946667,-116.764,19.84,0.78,ml,California
2014-03-15T05:41:59.310Z,33.4368333,-116.6371667,4.68,0.08,ml,California
2014-03-15T05:33:31.620Z,33.7683333,-116.1121667,5.03,0.85,ml,California
2014-03-15T05:29:36.310Z,37.4998,25.67,18.44,4.5,mb,Greece
2014-03-15T05:29:29.410Z,36.1018333,-117.8453333,3.4,1.68,ml,California
2014-03-15T05:27:21.100Z,38.8205,-122.7667,3.1,0.6,Md,California
2014-03-15T05:23:55.100Z,39.8093,-123.8058,4.4,1.5,Md,California
2014-03-15T05:14:51.680Z,32.8586667,-116.2285,3.73,1.26,ml,California
2014-03-15T05:00:58.300Z,41.9688,-112.399,1.3,0.9,Md,Idaho
2014-03-15T04:47:22.500Z,38.8287,-122.798,2.9,0.6,Md,California
2014-03-15T04:35:47.600Z,19.5057,-155.8012,11.1,1.9,md,Hawaii
2014-03-15T04:09:13.120Z,33.4858333,-116.4758333,14.95,0.46,ml,California
2014-03-15T04:02:51.000Z,63.5002,-150.9301,14.3,1.1,ml,Alaska
2014-03-15T04:01:33.100Z,38.8242,-122.7957,3.2,1.3,Md,California
2014-03-15T03:53:16.390Z,32.6853333,-115.6893333,2.77,1.41,ml,California
2014-03-15T03:50:49.020Z,36.5903,-97.6199,5,2.7,mb_lg,Oklahoma
2014-03-15T03:43:49.600Z,37.8488,-122.2237,10.4,1.6,Md,California
2014-03-15T03:42:54.100Z,37.8495,-122.223,10.6,1.8,Md,California
2014-03-15T03:40:40.470Z,36.0176667,-117.833,0,0.74,ml,California
2014-03-15T03:17:47.000Z,38.8107,-122.8243,2.8,0.6,Md,California
2014-03-15T03:12:41.290Z,36.1181667,-118.056,0,1.12,ml,California
2014-03-15T03:12:02.000Z,59.732,-150.8654,60,1.6,ml,Alaska
2014-03-15T03:11:15.000Z,51.6104,-175.2394,26.6,3.7,ml,Alaska
2014-03-15T02:59:28.730Z,13.7103,57.1215,10,5.2,mb,Owen Fracture Zone region
2014-03-15T02:57:39.600Z,35.5098333,-118.1541667,11.76,0.97,ml,California
2014-03-15T02:28:54.600Z,41.4072,-121.886,3.9,2.2,Md,California
2014-03-15T02:25:22.200Z,34.0267,-117.2148,14.2,1.3,Ml,California
2014-03-15T02:20:03.270Z,33.5025,-116.5533333,14.55,0.15,ml,California
2014-03-15T02:12:46.900Z,37.6208,-119.3585,15,1.1,Md,California
2014-03-15T02:01:30.970Z,16.1857,-98.4895,9.07,4.5,mb,Mexico
2014-03-15T01:57:15.000Z,51.4803,-178.1004,11.3,2.9,ml,Alaska
2014-03-15T01:55:01.300Z,37.6358,-119.3515,16.5,1.1,Md,California
2014-03-15T01:54:59.900Z,46.2403,-122.4543,18.3,0.4,Md,Washington
2014-03-15T01:52:45.600Z,37.6262,-119.357,13.8,2.6,Md,California
2014-03-15T01:50:19.159Z,38.7102,-119.5315,6.1017,1.21,ml,Nevada
2014-03-15T01:22:50.387Z,38.7065,-119.5276,5.9202,1.64,ml,Nevada
2014-03-15T01:16:41.279Z,39.3672,-119.7626,0,0.7,ml,Nevada
2014-03-15T01:12:05.000Z,19.5038,-155.804,11.3,2.4,Ml,Hawaii
2014-03-15T01:09:41.003Z,38.7018,-119.5239,3.723,1.75,ml,Nevada
2014-03-15T00:59:56.600Z,38.811,-122.821,2.3,1.3,Md,California
2014-03-15T00:58:26.300Z,41.9457,49.14,52.53,4,mb,Azerbaijan
2014-03-15T00:50:22.900Z,38.7775,-122.7158,2.5,1.4,Md,California
2014-03-15T00:37:47.420Z,36.6194,-97.6654,5.25,2.8,mb_lg,Oklahoma
2014-03-15T00:37:34.800Z,38.9458,-111.3758,3.2,1.4,Md,Utah
2014-03-15T00:35:09.040Z,36.1068333,-117.8826667,6.92,0.85,ml,California
2014-03-15T00:30:55.230Z,33.6511667,-116.6713333,15.37,1.13,ml,California
2014-03-15T00:27:58.800Z,36.0988333,-117.846,3.34,1.68,ml,California
2014-03-15T00:20:39.800Z,38.8135,-122.8202,3.4,2.4,Md,California
2014-03-15T00:17:17.000Z,18.2331,-67.1122,121,2.9,Md,Puerto Rico
2014-03-15T00:14:10.300Z,38.9845,-111.3288,13.2,1,Md,Utah
2014-03-15T00:10:54.450Z,33.2398333,-116.2751667,13.35,1.24,ml,California
2014-03-15T00:10:37.900Z,19.4872,-155.1268,12.6,2.5,Ml,Hawaii
2014-03-15T00:01:50.000Z,38.8097,-122.8268,2.6,0.6,Md,California
2014-03-14T23:48:11.470Z,36.962,-104.8642,5.06,2.7,ml,New Mexico
2014-03-14T23:38:37.060Z,52.8372,170.7977,21.14,4.4,mb,Alaska
2014-03-14T23:27:20.000Z,38.8062,-122.813,1.7,0.9,Md,California
2014-03-14T23:26:36.380Z,10.284,-72.9224,130.07,5,mb,Colombia
2014-03-14T23:16:29.700Z,38.8432,-122.8283,2.4,0.4,Md,California
2014-03-14T23:06:06.000Z,62.9254,-150.3832,96.1,1.8,ml,Alaska
2014-03-14T22:49:59.800Z,-23.3395,-175.4018,30.7,4.9,mb,Tonga
2014-03-14T22:42:40.500Z,36.1283333,-118.055,0.91,0.97,ml,California
2014-03-14T22:39:31.600Z,47.5633,-123.1832,11,-0.1,Md,Washington
2014-03-14T22:35:20.400Z,37.3537,-112.6738,5.9,0.7,Md,Utah
2014-03-14T22:23:48.100Z,38.7743,-122.7688,1.2,0.5,Md,California
2014-03-14T22:06:07.100Z,37.581665,-121.9865036,5.96,1.73,md,California
2014-03-14T21:57:23.600Z,38.7947,-122.7758,1.4,0.6,Md,California
2014-03-14T21:51:19.000Z,62.991,-149.4317,69.1,1.7,ml,Alaska
2014-03-14T21:31:24.000Z,38.7465,-122.7148,2,0.9,Md,California
2014-03-14T21:06:42.500Z,36.161,-96.983,6.3,2.8,ml,Oklahoma
2014-03-14T20:53:53.430Z,-2.1154,-79.514,98.75,4.9,mb,Ecuador
2014-03-14T20:43:36.700Z,47.5142,-122.7773,21.7,2.6,Ml,Washington
2014-03-14T20:32:10.190Z,-53.5161,25.166,14.49,5.3,mb,South of Africa
2014-03-14T20:25:06.500Z,46.3138,-122.3577,17.1,0.4,Md,Washington
2014-03-14T20:22:05.000Z,38.8248,-122.7973,2.3,0.6,Md,California
2014-03-14T20:14:23.800Z,19.0762,-66.4636,32,3.1,Md,Puerto Rico
2014-03-14T20:12:14.220Z,33.9945,-116.7423333,19.08,0.94,ml,California
2014-03-14T20:08:50.900Z,18.9584,-66.4505,44,2.5,Md,Puerto Rico
2014-03-14T20:06:15.000Z,62.2537,-151.446,99.8,2.3,ml,Alaska
2014-03-14T19:54:02.100Z,44.391,-110.8357,3.2,1.5,Md,Wyoming
2014-03-14T19:42:02.200Z,38.8402,-122.8033,1.9,1.6,Md,California
2014-03-14T19:38:42.500Z,46.3218,-122.398,15.1,2,Md,Washington
2014-03-14T19:36:38.200Z,36.5845,-121.4168,0,1.3,Md,California
2014-03-14T19:32:32.180Z,33.4475,-116.5621667,10.51,0.47,ml,California
2014-03-14T19:24:41.070Z,13.0178,-88.3794,95.16,4.3,mb,El Salvador
2014-03-14T19:19:07.000Z,64.4361,-147.4241,10.6,0.3,ml,Alaska
2014-03-14T19:18:41.950Z,35.6918333,-118.4411667,4.66,0.85,ml,California
2014-03-14T19:06:12.000Z,64.9901,-147.3126,0,1.1,ml,Alaska
2014-03-14T19:02:35.760Z,36.1326667,-118.0538333,1.94,0.97,ml,California
2014-03-14T19:00:28.180Z,36.1236667,-118.0616667,0.91,1.02,ml,California
2014-03-14T18:51:40.070Z,34.3513333,-116.4606667,6.95,0.82,ml,California
2014-03-14T18:50:32.200Z,37.5075,-118.8427,10.3,0.6,Md,California
2014-03-14T18:49:32.240Z,0.5606,126.6265,56.89,4.6,mb,Indonesia
2014-03-14T18:45:08.300Z,44.3917,-110.8343,3.1,1.5,Md,Wyoming
2014-03-14T18:44:45.100Z,44.3948,-110.8383,3.5,0.3,Md,Wyoming
2014-03-14T18:35:19.800Z,38.8233,-122.8467,2.5,0.6,Md,California
